V,T
45.9500,3.1950
45.9500,3.1950
45.9500,3.1940
45.9500,3.1950
45.9500,3.1940
45.9500,3.1950
45.9500,3.1950
45.9500,3.1970
45.9500,3.1950
45.9500,3.1940
45.9500,3.1930
45.9500,3.1940
45.9400,3.1930
45.9500,3.1920
45.9400,3.1920
45.9400,3.1920
45.9400,3.1930
45.9400,3.1930
45.9400,3.1940
45.9400,3.1930
45.9400,3.1940
45.9400,3.1940
45.9400,3.1930
45.9400,3.1930
45.9400,3.1930
45.9400,3.1940
45.9400,3.1940
45.9400,3.1930
45.9300,3.1950
45.9300,3.1950
45.9300,3.1950
45.9300,3.1940
45.9400,3.1940
45.9300,3.1950
45.9300,3.1940
45.9300,3.1930
45.9300,3.1950
45.9300,3.1940
45.9300,3.1950
45.9300,3.1930
45.9300,3.1930
45.9300,3.1930
45.9300,3.1930
45.9300,3.1940
45.9300,3.1930
45.9300,3.1930
45.9300,3.1940
45.9300,3.1930
45.9300,3.1940
45.9200,3.1940
45.9300,3.1930
45.9300,3.1940
45.9300,3.1930
45.9200,3.1940
45.9300,3.1920
45.9200,3.1920
45.9200,3.1930
45.9200,3.1900
45.9200,3.1920
45.9200,3.1920
45.9200,3.1930
45.9200,3.1930
45.9200,3.1920
45.9200,3.1920
45.9200,3.1920
45.9100,3.1930
45.9200,3.1920
45.9200,3.1930
45.9100,3.1930
45.9100,3.1940
45.9100,3.1940
45.9100,3.1920
45.9100,3.1930
45.9100,3.1920
45.9100,3.1920
45.9100,3.1920
45.9100,3.1920
45.9100,3.1900
45.9100,3.1930
45.9100,3.1920
45.9100,3.1920
45.9100,3.1920
45.9000,3.1920
45.9100,3.1920
45.9100,3.1930
45.9100,3.1900
45.9100,3.1930
45.9100,3.1940
45.9000,3.1920
45.9000,3.1900
45.9000,3.1920
45.9000,3.1930
45.9000,3.1930
45.9000,3.1920
45.9000,3.1920
45.9000,3.1900
45.9000,3.1930
45.9000,3.1920
45.9000,3.1930
45.9000,3.1900
45.9000,3.1930
45.9000,3.1920
45.9000,3.1920
45.9000,3.1920
45.9000,3.1900
45.8900,3.1900
45.8900,3.1890
45.8900,3.1900
45.8900,3.1900
45.8900,3.1900
45.8900,3.1890
45.8900,3.1900
45.8900,3.1890
45.8900,3.1920
45.8900,3.1920
45.8900,3.1930
45.8900,3.1930
45.8900,3.1920
45.8900,3.1920
45.8800,3.1920
45.8800,3.1900
45.8800,3.1920
45.8900,3.1900
45.8800,3.1900
45.8800,3.1880
45.8800,3.1890
45.8800,3.1900
45.8800,3.1900
45.8800,3.1900
45.8800,3.1920
45.8800,3.1900
45.8800,3.1920
45.8800,3.1920
45.8800,3.1920
45.8800,3.1900
45.8800,3.1920
45.8800,3.1930
45.8800,3.1890
45.8700,3.1920
45.8700,3.1900
45.8700,3.1920
45.8800,3.1900
45.8700,3.1890
45.8700,3.1880
45.8700,3.1890
45.8700,3.1890
45.8800,3.1900
45.8700,3.1890
45.8700,3.1900
45.8700,3.1900
45.8700,3.1890
45.8700,3.1900
45.8700,3.1900
45.8700,3.1900
45.8600,3.1900
45.8700,3.1890
45.8700,3.1890
45.8700,3.1880
45.8700,3.1890
45.8700,3.1890
45.8700,3.1880
45.8600,3.1880
45.8700,3.1870
45.8700,3.1880
45.8600,3.1880
45.8600,3.1890
45.8600,3.1880
45.8600,3.1890
45.8600,3.1890
45.8600,3.1890
45.8600,3.1890
45.8600,3.1880
45.8600,3.1890
45.8600,3.1880
45.8600,3.1880
45.8600,3.1890
45.8600,3.1890
45.8600,3.1890
45.8600,3.1880
45.8600,3.1890
45.8600,3.1880
45.8500,3.1890
45.8500,3.1890
45.8500,3.1890
45.8500,3.1880
45.8500,3.1890
45.8500,3.1890
45.8500,3.1890
45.8500,3.1880
45.8500,3.1880
45.8400,3.1900
45.8500,3.1890
45.8500,3.1900
45.8500,3.1880
45.8400,3.1890
45.8500,3.1890
45.8500,3.1880
45.8500,3.1880
45.8500,3.1880
45.8400,3.1880
45.8400,3.1870
45.8500,3.1870
45.8400,3.1860
45.8400,3.1870
45.8400,3.1860
45.8400,3.1870
45.8400,3.1860
45.8400,3.1860
45.8400,3.1870
45.8400,3.1870
45.8400,3.1870
45.8400,3.1870
45.8400,3.1870
45.8400,3.1870
45.8400,3.1880
45.8400,3.1870
45.8400,3.1870
45.8400,3.1870
45.8300,3.1880
45.8400,3.1870
45.8300,3.1870
45.8300,3.1880
45.8300,3.1880
45.8300,3.1880
45.8300,3.1890
45.8300,3.1870
45.8300,3.1870
45.8300,3.1880
45.8300,3.1880
45.8300,3.1870
45.8300,3.1880
45.8200,3.1890
45.8200,3.1880
45.8200,3.1890
45.8300,3.1880
45.8200,3.1880
45.8200,3.1880
45.8200,3.1880
45.8200,3.1880
45.8200,3.1870
45.8200,3.1870
45.8200,3.1870
45.8200,3.1870
45.8200,3.1880
45.8200,3.1880
45.8200,3.1870
45.8200,3.1860
45.8200,3.1860
45.8200,3.1840
45.8200,3.1860
45.8100,3.1860
45.8100,3.1870
45.8200,3.1840
45.8200,3.1840
45.8100,3.1820
45.8200,3.1830
45.8200,3.1840
45.8200,3.1830
45.8100,3.1840
45.8100,3.1830
45.8100,3.1840
45.8100,3.1840
45.8100,3.1830
45.8100,3.1820
45.8100,3.1830
45.8100,3.1840
45.8100,3.1840
45.8000,3.1860
45.8100,3.1840
45.8100,3.1840
45.8100,3.1840
45.8000,3.1840
45.8000,3.1830
45.8000,3.1830
45.8000,3.1840
45.8000,3.1840
45.8000,3.1860
45.8000,3.1860
45.8000,3.1860
45.8000,3.1840
45.8000,3.1860
45.8000,3.1840
45.8000,3.1840
45.8000,3.1830
45.8000,3.1840
45.8000,3.1840
45.8000,3.1840
45.7900,3.1860
45.7900,3.1860
45.7900,3.1840
45.7900,3.1840
45.7900,3.1840
45.7900,3.1840
45.7900,3.1840
45.7900,3.1860
45.7900,3.1830
45.7900,3.1830
45.7900,3.1830
45.7900,3.1840
45.7900,3.1830
45.7900,3.1840
45.7900,3.1830
45.7900,3.1840
45.7900,3.1840
45.7900,3.1830
45.7900,3.1830
45.7900,3.1840
45.7800,3.1840
45.7800,3.1830
45.7800,3.1840
45.7800,3.1830
45.7800,3.1830
45.7800,3.1830
45.7800,3.1820
45.7800,3.1810
45.7800,3.1820
45.7800,3.1810
45.7800,3.1810
45.7700,3.1810
45.7700,3.1810
45.7800,3.1810
45.7800,3.1820
45.7800,3.1790
45.7700,3.1810
45.7800,3.1830
45.7700,3.1830
45.7700,3.1830
45.7700,3.1840
45.7700,3.1830
45.7700,3.1820
45.7700,3.1820
45.7700,3.1820
45.7700,3.1840
45.7700,3.1840
45.7700,3.1830
45.7700,3.1840
45.7600,3.1830
45.7600,3.1830
45.7600,3.1840
45.7700,3.1830
45.7700,3.1830
45.7600,3.1840
45.7600,3.1830
45.7600,3.1830
45.7600,3.1830
45.7600,3.1830
45.7600,3.1820
45.7600,3.1830
45.7600,3.1810
45.7600,3.1820
45.7600,3.1820
45.7500,3.1790
45.7500,3.1820
45.7500,3.1820
45.7500,3.1810
45.7500,3.1820
45.7500,3.1820
45.7500,3.1820
45.7500,3.1830
45.7500,3.1810
45.7500,3.1790
45.7400,3.1810
45.7500,3.1810
45.7500,3.1790
45.7500,3.1810
45.7500,3.1790
45.7400,3.1810
45.7400,3.1780
45.7500,3.1780
45.7400,3.1790
45.7400,3.1790
45.7400,3.1790
45.7400,3.1790
45.7400,3.1780
45.7400,3.1780
45.7400,3.1780
45.7400,3.1790
45.7300,3.1810
45.7300,3.1790
45.7300,3.1840
45.7300,3.1810
45.7300,3.1820
45.7400,3.1790
45.7300,3.1830
45.7300,3.1820
45.7300,3.1820
45.7300,3.1820
45.7300,3.1810
45.7300,3.1810
45.7300,3.1810
45.7300,3.1830
45.7300,3.1820
45.7300,3.1820
45.7300,3.1830
45.7300,3.1820
45.7300,3.1810
45.7300,3.1810
45.7200,3.1790
45.7200,3.1790
45.7200,3.1770
45.7200,3.1770
45.7200,3.1760
45.7200,3.1770
45.7200,3.1770
45.7200,3.1770
45.7200,3.1760
45.7200,3.1780
45.7200,3.1770
45.7200,3.1760
45.7200,3.1760
45.7200,3.1780
45.7200,3.1780
45.7200,3.1780
45.7100,3.1780
45.7100,3.1810
45.7100,3.1780
45.7100,3.1790
45.7100,3.1790
45.7100,3.1770
45.7100,3.1780
45.7100,3.1780
45.7100,3.1780
45.7100,3.1780
45.7100,3.1790
45.7100,3.1790
45.7000,3.1790
45.7000,3.1790
45.7000,3.1780
45.7000,3.1780
45.7000,3.1780
45.7000,3.1780
45.7100,3.1790
45.7000,3.1780
45.7000,3.1790
45.7100,3.1790
45.7000,3.1780
45.7000,3.1790
45.7000,3.1790
45.7000,3.1780
45.7000,3.1780
45.7000,3.1780
45.7000,3.1770
45.7000,3.1770
45.7000,3.1770
45.7000,3.1780
45.7000,3.1770
45.7000,3.1770
45.6900,3.1770
45.6900,3.1750
45.6900,3.1760
45.6900,3.1770
45.6900,3.1780
45.6900,3.1780
45.6900,3.1770
45.6900,3.1780
45.6900,3.1780
45.6900,3.1770
45.6900,3.1780
45.6900,3.1770
45.6900,3.1770
45.6800,3.1760
45.6800,3.1770
45.6800,3.1770
45.6800,3.1780
45.6900,3.1770
45.6800,3.1770
45.6800,3.1770
45.6800,3.1760
45.6800,3.1760
45.6900,3.1770
45.6800,3.1760
45.6800,3.1760
45.6800,3.1760
45.6800,3.1770
45.6800,3.1760
45.6800,3.1760
45.6800,3.1770
45.6800,3.1760
45.6800,3.1770
45.6800,3.1760
45.6800,3.1770
45.6800,3.1760
45.6800,3.1750
45.6800,3.1770
45.6800,3.1770
45.6800,3.1770
45.6800,3.1760
45.6800,3.1770
45.6700,3.1770
45.6700,3.1760
45.6700,3.1760
45.6800,3.1770
45.6800,3.1750
45.6700,3.1760
45.6700,3.1750
45.6700,3.1770
45.6700,3.1760
45.6800,3.1750
45.6700,3.1730
45.6700,3.1730
45.6700,3.1760
45.6700,3.1720
45.6700,3.1720
45.6700,3.1710
45.6700,3.1750
45.6600,3.1700
45.6700,3.1730
45.6700,3.1730
45.6700,3.1720
45.6700,3.1720
45.6700,3.1730
45.6700,3.1730
45.6600,3.1750
45.6600,3.1760
45.6600,3.1750
45.6600,3.1730
45.6600,3.1750
45.6600,3.1760
45.6600,3.1750
45.6600,3.1760
45.6600,3.1760
45.6600,3.1730
45.6600,3.1750
45.6600,3.1730
45.6600,3.1760
45.6600,3.1730
45.6600,3.1750
45.6600,3.1750
45.6500,3.1760
45.6600,3.1730
45.6600,3.1730
45.6500,3.1720
45.6600,3.1750
45.6600,3.1710
45.6600,3.1720
45.6500,3.1730
45.6500,3.1720
45.6500,3.1730
45.6500,3.1730
45.6500,3.1730
45.6500,3.1730
45.6500,3.1750
45.6500,3.1720
45.6500,3.1750
45.6500,3.1730
45.6500,3.1730
45.6500,3.1720
45.6400,3.1730
45.6400,3.1720
45.6400,3.1720
45.6500,3.1720
45.6400,3.1720
45.6400,3.1730
45.6400,3.1730
45.6400,3.1730
45.6400,3.1730
45.6400,3.1720
45.6400,3.1720
45.6400,3.1720
45.6400,3.1720
45.6400,3.1710
45.6400,3.1720
45.6400,3.1720
45.6300,3.1710
45.6300,3.1710
45.6300,3.1710
45.6300,3.1700
45.6300,3.1700
45.6300,3.1700
45.6300,3.1720
45.6300,3.1710
45.6300,3.1710
45.6300,3.1700
45.6300,3.1710
45.6200,3.1710
45.6200,3.1720
45.6300,3.1750
45.6300,3.1730
45.6300,3.1730
45.6200,3.1730
45.6300,3.1730
45.6200,3.1720
45.6200,3.1710
45.6200,3.1710
45.6200,3.1710
45.6200,3.1710
45.6200,3.1700
45.6200,3.1700
45.6200,3.1710
45.6100,3.1710
45.6100,3.1720
45.6100,3.1710
45.6200,3.1720
45.6100,3.1720
45.6100,3.1710
45.6100,3.1720
45.6100,3.1720
45.6100,3.1710
45.6100,3.1720
45.6100,3.1710
45.6100,3.1710
45.6100,3.1700
45.6100,3.1710
45.6100,3.1700
45.6100,3.1710
45.6100,3.1700
45.6000,3.1680
45.6100,3.1680
45.6000,3.1700
45.6000,3.1670
45.6100,3.1680
45.6100,3.1680
45.6000,3.1680
45.6000,3.1680
45.6000,3.1700
45.6000,3.1700
45.6000,3.1710
45.6000,3.1710
45.6000,3.1710
45.6000,3.1700
45.6000,3.1710
45.6000,3.1700
45.5900,3.1680
45.6000,3.1680
45.6000,3.1670
45.6000,3.1680
45.5900,3.1700
45.5900,3.1700
45.5900,3.1710
45.5900,3.1700
45.5900,3.1680
45.5900,3.1680
45.5900,3.1670
45.5900,3.1670
45.5900,3.1670
45.5900,3.1670
45.5900,3.1680
45.5900,3.1670
45.5800,3.1670
45.5800,3.1660
45.5800,3.1670
45.5800,3.1670
45.5900,3.1670
45.5800,3.1670
45.5800,3.1670
45.5800,3.1670
45.5800,3.1670
45.5800,3.1670
45.5800,3.1650
45.5800,3.1660
45.5800,3.1660
45.5800,3.1650
45.5800,3.1660
45.5800,3.1670
45.5800,3.1680
45.5800,3.1680
45.5700,3.1680
45.5800,3.1660
45.5800,3.1670
45.5700,3.1680
45.5800,3.1680
45.5800,3.1680
45.5700,3.1680
45.5700,3.1680
45.5700,3.1670
45.5700,3.1680
45.5700,3.1660
45.5700,3.1650
45.5600,3.1660
45.5700,3.1660
45.5600,3.1660
45.5700,3.1650
45.5700,3.1650
45.5700,3.1640
45.5600,3.1650
45.5600,3.1640
45.5600,3.1670
45.5600,3.1660
45.5600,3.1670
45.5600,3.1660
45.5600,3.1660
45.5600,3.1660
45.5600,3.1660
45.5600,3.1650
45.5600,3.1660
45.5600,3.1660
45.5600,3.1680
45.5600,3.1650
45.5600,3.1650
45.5600,3.1670
45.5600,3.1660
45.5600,3.1660
45.5600,3.1660
45.5500,3.1650
45.5500,3.1650
45.5500,3.1650
45.5500,3.1660
45.5500,3.1680
45.5500,3.1660
45.5500,3.1660
45.5500,3.1660
45.5500,3.1660
45.5500,3.1650
45.5500,3.1640
45.5500,3.1660
45.5400,3.1650
45.5400,3.1640
45.5500,3.1620
45.5400,3.1640
45.5500,3.1610
45.5400,3.1620
45.5400,3.1610
45.5400,3.1610
45.5400,3.1620
45.5400,3.1620
45.5400,3.1620
45.5400,3.1620
45.5400,3.1620
45.5400,3.1640
45.5400,3.1640
45.5400,3.1650
45.5300,3.1660
45.5300,3.1660
45.5300,3.1670
45.5400,3.1680
45.5300,3.1670
45.5300,3.1660
45.5300,3.1660
45.5300,3.1660
45.5300,3.1650
45.5300,3.1650
45.5300,3.1640
45.5300,3.1620
45.5300,3.1640
45.5300,3.1620
45.5200,3.1620
45.5200,3.1610
45.5300,3.1610
45.5300,3.1610
45.5300,3.1620
45.5300,3.1620
45.5200,3.1620
45.5200,3.1620
45.5200,3.1620
45.5200,3.1620
45.5200,3.1640
45.5200,3.1640
45.5200,3.1640
45.5200,3.1620
45.5200,3.1650
45.5200,3.1650
45.5200,3.1640
45.5200,3.1640
45.5200,3.1650
45.5200,3.1640
45.5100,3.1640
45.5100,3.1640
45.5100,3.1610
45.5100,3.1640
45.5100,3.1620
45.5100,3.1620
45.5200,3.1620
45.5100,3.1620
45.5100,3.1620
45.5100,3.1620
45.5100,3.1610
45.5100,3.1600
45.5100,3.1610
45.5100,3.1600
45.5100,3.1610
45.5100,3.1610
45.5100,3.1600
45.5100,3.1620
45.5100,3.1610
45.5100,3.1620
45.5100,3.1600
45.5000,3.1600
45.5100,3.1600
45.5000,3.1600
45.5000,3.1590
45.5000,3.1600
45.5000,3.1590
45.5000,3.1610
45.5000,3.1620
45.5000,3.1620
45.5000,3.1620
45.5000,3.1620
45.5000,3.1620
45.5000,3.1620
45.5000,3.1610
45.5000,3.1610
45.5000,3.1610
45.5000,3.1610
45.4900,3.1610
45.4900,3.1610
45.4900,3.1600
45.4900,3.1600
45.4900,3.1600
45.4900,3.1600
45.4900,3.1610
45.4900,3.1610
45.4900,3.1610
45.4900,3.1620
45.4900,3.1620
45.4900,3.1590
45.4900,3.1600
45.4800,3.1590
45.4900,3.1590
45.4900,3.1590
45.4800,3.1580
45.4900,3.1580
45.4900,3.1590
45.4900,3.1590
45.4800,3.1590
45.4800,3.1600
45.4800,3.1590
45.4800,3.1590
45.4800,3.1590
45.4800,3.1580
45.4800,3.1580
45.4800,3.1590
45.4800,3.1580
45.4800,3.1580
45.4800,3.1580
45.4800,3.1580
45.4800,3.1590
45.4800,3.1560
45.4800,3.1560
45.4800,3.1580
45.4700,3.1590
45.4800,3.1590
45.4700,3.1580
45.4700,3.1590
45.4700,3.1580
45.4700,3.1590
45.4700,3.1550
45.4700,3.1580
45.4700,3.1580
45.4700,3.1580
45.4700,3.1580
45.4700,3.1560
45.4700,3.1560
45.4700,3.1580
45.4700,3.1560
45.4700,3.1580
45.4700,3.1560
45.4600,3.1580
45.4600,3.1580
45.4600,3.1600
45.4600,3.1600
45.4600,3.1590
45.4600,3.1580
45.4600,3.1560
45.4600,3.1550
45.4600,3.1550
45.4600,3.1560
45.4600,3.1560
45.4600,3.1560
45.4600,3.1550
45.4600,3.1560
45.4600,3.1550
45.4600,3.1560
45.4600,3.1560
45.4500,3.1580
45.4600,3.1560
45.4600,3.1560
45.4600,3.1560
45.4500,3.1550
45.4500,3.1560
45.4600,3.1550
45.4500,3.1550
45.4500,3.1550
45.4500,3.1560
45.4500,3.1550
45.4500,3.1560
45.4500,3.1580
45.4500,3.1550
45.4500,3.1560
45.4500,3.1560
45.4500,3.1560
45.4500,3.1540
45.4500,3.1540
45.4500,3.1530
45.4500,3.1550
45.4400,3.1540
45.4400,3.1510
45.4400,3.1540
45.4400,3.1540
45.4400,3.1550
45.4400,3.1540
45.4400,3.1540
45.4400,3.1530
45.4400,3.1530
45.4400,3.1540
45.4400,3.1540
45.4400,3.1530
45.4400,3.1540
45.4400,3.1540
45.4300,3.1550
45.4400,3.1540
45.4300,3.1510
45.4300,3.1540
45.4300,3.1540
45.4300,3.1530
45.4300,3.1530
45.4300,3.1530
45.4300,3.1530
45.4300,3.1530
45.4300,3.1540
45.4300,3.1540
45.4300,3.1530
45.4300,3.1510
45.4300,3.1530
45.4200,3.1510
45.4200,3.1500
45.4200,3.1510
45.4200,3.1510
45.4200,3.1510
45.4200,3.1530
45.4200,3.1530
45.4200,3.1530
45.4200,3.1530
45.4200,3.1510
45.4200,3.1510
45.4200,3.1530
45.4200,3.1540
45.4200,3.1530
45.4200,3.1530
45.4200,3.1540
45.4100,3.1530
45.4100,3.1540
45.4100,3.1510
45.4100,3.1530
45.4100,3.1530
45.4100,3.1500
45.4100,3.1490
45.4100,3.1480
45.4100,3.1510
45.4100,3.1500
45.4100,3.1530
45.4100,3.1510
45.4100,3.1510
45.4100,3.1530
45.4100,3.1530
45.4100,3.1530
45.4100,3.1510
45.4000,3.1510
45.4100,3.1500
45.4000,3.1510
45.4000,3.1500
45.4000,3.1500
45.4000,3.1490
45.4000,3.1510
45.4000,3.1500
45.4000,3.1500
45.4000,3.1490
45.4000,3.1480
45.4000,3.1490
45.4000,3.1490
45.4000,3.1480
45.4000,3.1500
45.4000,3.1490
45.3900,3.1500
45.3900,3.1500
45.3900,3.1490
45.3900,3.1500
45.3900,3.1500
45.3900,3.1490
45.3900,3.1490
45.3900,3.1490
45.3900,3.1490
45.3900,3.1480
45.3900,3.1500
45.3900,3.1490
45.3900,3.1490
45.3900,3.1490
45.3900,3.1500
45.3900,3.1480
45.3900,3.1470
45.3900,3.1470
45.3900,3.1480
45.3900,3.1490
45.3900,3.1490
45.3900,3.1490
45.3900,3.1470
45.3800,3.1480
45.3800,3.1450
45.3800,3.1470
45.3800,3.1450
45.3800,3.1450
45.3800,3.1440
45.3800,3.1470
45.3800,3.1470
45.3800,3.1450
45.3800,3.1480
45.3800,3.1470
45.3800,3.1470
45.3800,3.1450
45.3800,3.1470
45.3800,3.1450
45.3800,3.1470
45.3800,3.1450
45.3800,3.1450
45.3800,3.1450
45.3800,3.1450
45.3800,3.1450
45.3800,3.1470
45.3800,3.1450
45.3700,3.1450
45.3700,3.1470
45.3700,3.1470
45.3700,3.1480
45.3700,3.1480
45.3800,3.1480
45.3700,3.1490
45.3700,3.1480
45.3700,3.1480
45.3700,3.1470
45.3700,3.1480
45.3700,3.1450
45.3700,3.1470
45.3700,3.1450
45.3700,3.1470
45.3700,3.1440
45.3600,3.1440
45.3700,3.1440
45.3700,3.1440
45.3600,3.1440
45.3600,3.1430
45.3600,3.1420
45.3600,3.1420
45.3600,3.1430
45.3600,3.1440
45.3600,3.1430
45.3600,3.1430
45.3600,3.1420
45.3600,3.1430
45.3600,3.1430
45.3600,3.1430
45.3500,3.1440
45.3500,3.1440
45.3500,3.1440
45.3500,3.1440
45.3600,3.1440
45.3500,3.1470
45.3500,3.1440
45.3500,3.1440
45.3500,3.1470
45.3500,3.1470
45.3500,3.1450
45.3500,3.1450
45.3500,3.1440
45.3500,3.1450
45.3500,3.1450
45.3500,3.1440
45.3500,3.1430
45.3500,3.1430
45.3500,3.1430
45.3500,3.1440
45.3400,3.1430
45.3400,3.1440
45.3400,3.1440
45.3400,3.1440
45.3400,3.1430
45.3400,3.1430
45.3400,3.1420
45.3400,3.1420
45.3400,3.1420
45.3400,3.1420
45.3300,3.1420
45.3300,3.1420
45.3400,3.1420
45.3400,3.1430
45.3400,3.1440
45.3300,3.1440
45.3300,3.1430
45.3300,3.1440
45.3300,3.1440
45.3300,3.1440
45.3300,3.1430
45.3300,3.1440
45.3400,3.1440
45.3300,3.1430
45.3300,3.1420
45.3300,3.1420
45.3300,3.1430
45.3300,3.1440
45.3300,3.1420
45.3300,3.1420
45.3300,3.1440
45.3300,3.1420
45.3300,3.1420
45.3300,3.1420
45.3200,3.1380
45.3300,3.1420
45.3200,3.1400
45.3200,3.1390
45.3200,3.1400
45.3200,3.1390
45.3200,3.1390
45.3200,3.1400
45.3200,3.1390
45.3200,3.1390
45.3200,3.1380
45.3200,3.1380
45.3200,3.1390
45.3200,3.1390
45.3200,3.1380
45.3200,3.1380
45.3200,3.1400
45.3100,3.1390
45.3200,3.1390
45.3200,3.1390
45.3200,3.1390
45.3200,3.1390
45.3100,3.1390
45.3200,3.1370
45.3200,3.1390
45.3100,3.1380
45.3100,3.1380
45.3100,3.1380
45.3100,3.1390
45.3100,3.1380
45.3100,3.1390
45.3100,3.1380
45.3100,3.1390
45.3100,3.1420
45.3100,3.1420
45.3100,3.1420
45.3100,3.1400
45.3100,3.1390
45.3100,3.1390
45.3100,3.1380
45.3100,3.1380
45.3100,3.1380
45.3100,3.1380
45.3100,3.1370
45.3100,3.1380
45.3100,3.1380
45.3000,3.1380
45.3000,3.1370
45.3000,3.1380
45.3100,3.1370
45.3100,3.1360
45.3000,3.1370
45.3000,3.1360
45.3000,3.1360
45.3000,3.1340
45.3000,3.1340
45.3000,3.1330
45.3000,3.1360
45.3000,3.1340
45.3000,3.1370
45.3000,3.1360
45.3000,3.1360
45.3000,3.1360
45.3000,3.1340
45.3000,3.1360
45.2900,3.1360
45.3000,3.1360
45.2900,3.1340
45.2900,3.1340
45.2900,3.1330
45.2900,3.1360
45.2900,3.1370
45.3000,3.1360
45.2900,3.1340
45.2900,3.1360
45.2900,3.1370
45.2900,3.1360
45.2900,3.1340
45.2800,3.1340
45.2900,3.1330
45.2900,3.1340
45.2900,3.1330
45.2900,3.1330
45.2900,3.1330
45.2900,3.1330
45.2900,3.1340
45.2900,3.1320
45.2800,3.1330
45.2800,3.1330
45.2800,3.1340
45.2900,3.1360
45.2900,3.1340
45.2800,3.1360
45.2800,3.1360
45.2800,3.1360
45.2800,3.1360
45.2800,3.1370
45.2800,3.1360
45.2800,3.1360
45.2800,3.1330
45.2800,3.1360
45.2800,3.1340
45.2800,3.1360
45.2800,3.1340
45.2800,3.1340
45.2800,3.1340
45.2800,3.1330
45.2800,3.1340
45.2800,3.1340
45.2800,3.1360
45.2800,3.1360
45.2700,3.1340
45.2800,3.1340
45.2700,3.1320
45.2800,3.1330
45.2700,3.1330
45.2700,3.1310
45.2700,3.1310
45.2700,3.1320
45.2700,3.1310
45.2700,3.1290
45.2700,3.1310
45.2700,3.1290
45.2700,3.1310
45.2700,3.1290
45.2700,3.1310
45.2700,3.1310
45.2700,3.1290
45.2700,3.1290
45.2700,3.1310
45.2700,3.1320
45.2700,3.1320
45.2700,3.1310
45.2700,3.1320
45.2700,3.1320
45.2600,3.1310
45.2600,3.1290
45.2600,3.1290
45.2600,3.1310
45.2600,3.1280
45.2600,3.1280
45.2600,3.1290
45.2600,3.1280
45.2600,3.1280
45.2600,3.1280
45.2600,3.1280
45.2600,3.1310
45.2600,3.1290
45.2600,3.1280
45.2600,3.1290
45.2500,3.1280
45.2600,3.1280
45.2600,3.1290
45.2600,3.1290
45.2600,3.1290
45.2500,3.1290
45.2500,3.1290
45.2500,3.1280
45.2600,3.1290
45.2600,3.1310
45.2500,3.1290
45.2500,3.1290
45.2500,3.1290
45.2500,3.1290
45.2500,3.1280
45.2500,3.1280
45.2500,3.1280
45.2500,3.1280
45.2500,3.1280
45.2500,3.1280
45.2500,3.1280
45.2400,3.1290
45.2500,3.1280
45.2500,3.1280
45.2500,3.1270
45.2400,3.1280
45.2500,3.1290
45.2500,3.1280
45.2400,3.1280
45.2400,3.1270
45.2400,3.1260
45.2400,3.1260
45.2400,3.1260
45.2400,3.1270
45.2400,3.1270
45.2400,3.1270
45.2400,3.1260
45.2400,3.1260
45.2400,3.1260
45.2400,3.1270
45.2400,3.1270
45.2400,3.1250
45.2400,3.1270
45.2400,3.1250
45.2400,3.1260
45.2400,3.1260
45.2400,3.1260
45.2400,3.1250
45.2300,3.1250
45.2300,3.1230
45.2300,3.1250
45.2300,3.1250
45.2300,3.1250
45.2300,3.1250
45.2300,3.1260
45.2300,3.1270
45.2300,3.1260
45.2300,3.1270
45.2300,3.1260
45.2300,3.1260
45.2300,3.1260
45.2300,3.1270
45.2300,3.1260
45.2200,3.1270
45.2200,3.1260
45.2200,3.1270
45.2200,3.1260
45.2200,3.1260
45.2200,3.1250
45.2200,3.1220
45.2200,3.1220
45.2200,3.1210
45.2200,3.1200
45.2100,3.1210
45.2100,3.1210
45.2200,3.1210
45.2200,3.1220
45.2200,3.1220
45.2200,3.1210
45.2200,3.1220
45.2200,3.1230
45.2100,3.1220
45.2100,3.1220
45.2100,3.1210
45.2100,3.1210
45.2100,3.1220
45.2100,3.1220
45.2100,3.1230
45.2100,3.1250
45.2100,3.1250
45.2100,3.1230
45.2100,3.1220
45.2100,3.1230
45.2100,3.1220
45.2000,3.1230
45.2000,3.1220
45.2000,3.1220
45.2000,3.1210
45.2000,3.1230
45.2000,3.1220
45.2000,3.1210
45.2000,3.1200
45.2000,3.1210
45.2000,3.1180
45.2000,3.1210
45.2000,3.1210
45.2000,3.1200
45.1900,3.1210
45.1900,3.1210
45.2000,3.1180
45.2000,3.1200
45.1900,3.1210
45.2000,3.1210
45.1900,3.1180
45.2000,3.1180
45.2000,3.1200
45.1900,3.1200
45.1800,3.1180
45.1900,3.1200
45.1900,3.1200
45.1900,3.1200
45.1900,3.1200
45.1900,3.1210
45.1800,3.1200
45.1900,3.1210
45.1900,3.1180
45.1900,3.1200
45.1900,3.1180
45.1900,3.1180
45.1800,3.1200
45.1800,3.1200
45.1900,3.1180
45.1800,3.1180
45.1900,3.1170
45.1900,3.1180
45.1800,3.1170
45.1800,3.1170
45.1800,3.1170
45.1800,3.1170
45.1800,3.1160
45.1800,3.1160
45.1800,3.1160
45.1800,3.1160
45.1800,3.1150
45.1800,3.1160
45.1800,3.1170
45.1800,3.1180
45.1800,3.1170
45.1800,3.1170
45.1800,3.1170
45.1700,3.1160
45.1700,3.1160
45.1700,3.1150
45.1700,3.1160
45.1700,3.1160
45.1700,3.1160
